DT,ruo,vol,T,C,MinRate,Percentile25,Percentile75,MaxRate,StatusXML,DateUpdate
10/14/2016,10.4700,187.3500,,,,,,,,
10/13/2016,10.5000,139.7400,,,,,,,,
10/12/2016,10.4300,199.7500,,,,,,,,
10/11/2016,10.5000,165.9100,,,,,,,,
10/10/2016,10.4600,158.3600,,,,,,,,
10/7/2016,10.3200,176.5400,,,,,,,,
10/6/2016,10.2700,142.5000,,,,,,,,
10/5/2016,10.1800,153.5900,,,,,,,,
10/4/2016,10.2100,205.3900,,,,,,,,
10/3/2016,9.9800,232.5500,,,,,,,,
9/30/2016,10.5500,174.2600,,,,,,,,
9/29/2016,10.5000,142.7400,,,,,,,,
9/28/2016,10.2800,138.9400,,,,,,,,
9/27/2016,10.0100,236.3900,,,,,,,,
9/26/2016,9.9800,187.0000,,,,,,,,
9/23/2016,9.6600,263.9000,,,,,,,,
9/22/2016,9.7100,250.9300,,,,,,,,
9/21/2016,9.8000,166.5500,,,,,,,,
9/20/2016,10.1700,130.7200,,,,,,,,
9/19/2016,10.1800,207.6800,,,,,,,,
9/16/2016,10.6200,122.9800,,,,,,,,
9/15/2016,10.6500,109.8900,,,,,,,,
9/14/2016,10.5000,147.5200,,,,,,,,
9/13/2016,10.3800,177.1000,,,,,,,,
9/12/2016,10.4000,167.6500,,,,,,,,
9/9/2016,10.2600,184.1300,,,,,,,,
9/8/2016,10.2500,181.9300,,,,,,,,
9/7/2016,10.2100,176.1500,,,,,,,,
9/6/2016,10.3100,186.2900,,,,,,,,
9/5/2016,10.3100,136.8400,,,,,,,,
9/2/2016,10.2800,130.6400,,,,,,,,
9/1/2016,10.2500,132.6000,,,,,,,,
8/31/2016,10.3000,125.5000,,,,,,,,
8/30/2016,10.2600,152.9300,,,,,,,,
8/29/2016,10.2900,136.1000,,,,,,,,
8/26/2016,10.3500,142.3800,,,,,,,,
8/25/2016,10.2800,124.4500,,,,,,,,
8/24/2016,10.0700,116.0900,,,,,,,,
8/23/2016,10.2000,129.1500,,,,,,,,
8/22/2016,10.3000,165.4500,,,,,,,,
8/19/2016,10.2800,157.2300,,,,,,,,
8/18/2016,10.3500,139.7000,,,,,,,,
8/17/2016,10.2800,135.5500,,,,,,,,
8/16/2016,10.3500,170.9000,,,,,,,,
8/15/2016,10.3300,161.9500,,,,,,,,
8/12/2016,10.3900,191.4800,,,,,,,,
8/11/2016,10.3700,197.0900,,,,,,,,
8/10/2016,10.3800,238.0500,,,,,,,,
8/9/2016,10.3900,181.9000,,,,,,,,
8/8/2016,10.3700,165.0000,,,,,,,,
8/5/2016,10.3600,187.1500,,,,,,,,
8/4/2016,10.3300,156.9000,,,,,,,,
8/3/2016,10.3300,168.0500,,,,,,,,
8/2/2016,9.9700,127.4000,,,,,,,,
8/1/2016,10.1700,197.6000,,,,,,,,
7/29/2016,10.3400,134.7500,,,,,,,,
7/28/2016,10.4600,178.6500,,,,,,,,
7/27/2016,10.3700,128.3000,,,,,,,,
7/26/2016,10.4700,151.3000,,,,,,,,
7/25/2016,10.3000,83.2500,,,,,,,,
7/22/2016,10.0800,86.2200,,,,,,,,
7/21/2016,10.4100,117.6700,,,,,,,,
7/20/2016,10.3700,95.2900,,,,,,,,
7/19/2016,10.3800,196.8700,,,,,,,,
7/18/2016,10.4400,158.0000,,,,,,,,
7/15/2016,10.1700,219.2700,,,,,,,,
7/14/2016,10.3100,129.2500,,,,,,,,
7/13/2016,10.3700,138.3400,,,,,,,,
7/12/2016,10.3100,132.8900,,,,,,,,
7/11/2016,10.2000,130.7900,,,,,,,,
7/8/2016,10.3000,111.0500,,,,,,,,
7/7/2016,10.2700,145.5800,,,,,,,,
7/6/2016,10.1600,139.4400,,,,,,,,
7/5/2016,9.9700,116.7700,,,,,,,,
7/4/2016,9.9300,162.8200,,,,,,,,
7/1/2016,10.1800,159.9600,,,,,,,,
6/30/2016,10.4100,148.2700,,,,,,,,
6/29/2016,10.3800,126.2700,,,,,,,,
6/28/2016,10.4800,126.6800,,,,,,,,
6/27/2016,10.4300,136.5800,,,,,,,,
6/24/2016,9.9500,170.7600,,,,,,,,
6/23/2016,10.1400,140.2600,,,,,,,,
6/22/2016,10.2700,110.5500,,,,,,,,
6/21/2016,10.2600,154.1400,,,,,,,,
6/20/2016,10.4200,129.6900,,,,,,,,
6/17/2016,10.3300,105.1700,,,,,,,,
6/16/2016,10.3600,61.3800,,,,,,,,
6/15/2016,10.5100,95.0500,,,,,,,,
6/14/2016,10.3200,145.1600,,,,,,,,
6/10/2016,10.6500,84.9800,,,,,,,,
6/9/2016,10.7600,116.8800,,,,,,,,
6/8/2016,10.9500,100.7400,,,,,,,,
6/7/2016,10.6600,104.6500,,,,,,,,
6/6/2016,10.8100,109.3700,,,,,,,,
6/3/2016,11.0700,85.2000,,,,,,,,
6/2/2016,11.2400,116.5000,,,,,,,,
6/1/2016,11.2400,115.2000,,,,,,,,
5/31/2016,11.2400,132.2000,,,,,,,,
5/30/2016,11.3000,81.0000,,,,,,,,
5/27/2016,11.3100,111.9500,,,,,,,,
5/26/2016,11.2800,118.3800,,,,,,,,
5/25/2016,11.3200,72.7900,,,,,,,,
5/24/2016,11.3200,92.4500,,,,,,,,
5/23/2016,11.2300,102.7500,,,,,,,,
5/20/2016,11.2400,143.8300,,,,,,,,
5/19/2016,11.1500,123.6500,,,,,,,,
5/18/2016,11.1100,120.1900,,,,,,,,
5/17/2016,11.0500,127.0000,,,,,,,,
5/16/2016,11.4200,145.8500,,,,,,,,
5/13/2016,11.1000,110.9400,,,,,,,,
5/12/2016,11.0000,127.0700,,,,,,,,
5/11/2016,10.3800,131.8500,,,,,,,,
5/10/2016,10.2800,55.8800,,,,,,,,
5/6/2016,10.4500,112.5000,,,,,,,,
5/5/2016,10.9600,82.5000,,,,,,,,
5/4/2016,11.0400,80.2100,,,,,,,,
4/29/2016,11.0900,85.4900,,,,,,,,
4/28/2016,10.8400,142.5300,,,,,,,,
4/27/2016,10.5400,67.4000,,,,,,,,
4/26/2016,10.5300,67.0500,,,,,,,,
4/25/2016,10.6500,71.4400,,,,,,,,
4/22/2016,10.3100,129.2000,,,,,,,,
4/21/2016,10.3200,136.6000,,,,,,,,
4/20/2016,10.5700,124.2200,,,,,,,,
4/19/2016,11.0000,136.3000,,,,,,,,
4/18/2016,11.0200,89.7500,,,,,,,,
4/15/2016,10.9400,162.1800,,,,,,,,
4/14/2016,10.7600,141.7000,,,,,,,,
4/13/2016,10.6300,87.7000,,,,,,,,
4/12/2016,10.7100,87.7100,,,,,,,,
4/11/2016,10.7500,93.0200,,,,,,,,
4/8/2016,10.9000,56.1400,,,,,,,,
4/7/2016,10.8300,123.7300,,,,,,,,
4/6/2016,10.7100,119.8100,,,,,,,,
4/5/2016,10.4500,44.0700,,,,,,,,
4/4/2016,10.4600,120.7900,,,,,,,,
4/1/2016,10.9500,201.0300,,,,,,,,
3/31/2016,11.2900,170.1000,,,,,,,,
3/30/2016,11.2200,138.6500,,,,,,,,
3/29/2016,11.1600,144.6000,,,,,,,,
3/28/2016,11.3100,147.7100,,,,,,,,
3/25/2016,11.1300,189.3600,,,,,,,,
3/24/2016,10.7900,278.3100,,,,,,,,
3/23/2016,10.5400,126.0800,,,,,,,,
3/22/2016,10.5600,163.3300,,,,,,,,
3/21/2016,10.6500,132.2300,,,,,,,,
3/18/2016,10.7000,191.5800,,,,,,,,
3/17/2016,10.9100,236.7900,,,,,,,,
3/16/2016,10.8900,183.8700,,,,,,,,
3/15/2016,11.1000,185.8700,,,,,,,,
3/14/2016,11.0700,150.4600,,,,,,,,
3/11/2016,10.8300,215.5700,,,,,,,,
3/10/2016,10.8600,215.0000,,,,,,,,
3/9/2016,10.9100,260.2500,,,,,,,,
3/4/2016,10.7900,276.5100,,,,,,,,
3/3/2016,11.0500,179.9400,,,,,,,,
3/2/2016,10.9000,170.6700,,,,,,,,
3/1/2016,10.9300,221.7600,,,,,,,,
2/29/2016,10.9300,117.7400,,,,,,,,
2/26/2016,11.1300,214.1500,,,,,,,,
2/25/2016,11.0500,219.1500,,,,,,,,
2/24/2016,11.0000,186.2200,,,,,,,,
2/20/2016,10.8700,188.6000,,,,,,,,
2/19/2016,11.0300,151.0000,,,,,,,,
2/18/2016,10.9800,192.5100,,,,,,,,
2/17/2016,11.1600,171.1100,,,,,,,,
2/16/2016,10.8800,175.6700,,,,,,,,
2/15/2016,10.7000,169.5800,,,,,,,,
2/12/2016,10.6600,192.9000,,,,,,,,
2/11/2016,10.7100,139.8500,,,,,,,,
2/10/2016,10.8200,161.1300,,,,,,,,
2/9/2016,10.6200,91.5300,,,,,,,,
2/8/2016,10.6200,113.6800,,,,,,,,
2/5/2016,10.8000,152.6300,,,,,,,,
2/4/2016,11.0100,148.4100,,,,,,,,
2/3/2016,10.9900,202.8800,,,,,,,,
2/2/2016,10.7200,165.2300,,,,,,,,
2/1/2016,10.8800,161.3300,,,,,,,,
1/29/2016,11.0700,156.6800,,,,,,,,
1/28/2016,11.1100,131.9500,,,,,,,,
1/27/2016,11.2000,148.8300,,,,,,,,
1/26/2016,11.1200,254.7500,,,,,,,,
1/25/2016,11.1700,252.8300,,,,,,,,
1/22/2016,11.0600,332.3500,,,,,,,,
1/21/2016,11.0300,259.3000,,,,,,,,
1/20/2016,11.1000,254.7200,,,,,,,,
1/19/2016,11.0800,303.2800,,,,,,,,
1/18/2016,11.0900,246.7100,,,,,,,,
1/15/2016,11.0200,202.1100,,,,,,,,
1/14/2016,11.0600,190.1700,,,,,,,,
1/13/2016,11.0100,174.1200,,,,,,,,
1/12/2016,10.9500,311.2500,,,,,,,,
1/11/2016,10.8500,167.8500,,,,,,,,
12/30/2015,10.5200,7.6500,,,,,,,,
12/29/2015,11.0100,155.9700,,,,,,,,
12/28/2015,10.9500,197.7100,,,,,,,,
12/25/2015,11.0800,209.9000,,,,,,,,
12/24/2015,10.8300,199.1300,,,,,,,,
12/23/2015,10.9900,300.4300,,,,,,,,
12/22/2015,11.0600,240.6300,,,,,,,,
12/21/2015,11.2000,275.2300,,,,,,,,
12/18/2015,11.2900,204.6800,,,,,,,,
12/17/2015,11.3400,276.0300,,,,,,,,
12/16/2015,11.1700,198.2700,,,,,,,,
12/15/2015,11.4600,261.2800,,,,,,,,
12/14/2015,11.5400,258.9000,,,,,,,,
12/11/2015,11.5400,212.6500,,,,,,,,
12/10/2015,11.6400,218.4900,,,,,,,,
12/9/2015,11.3000,163.1500,,,,,,,,
12/8/2015,11.7800,122.3900,,,,,,,,
12/7/2015,11.5600,124.0600,,,,,,,,
12/4/2015,11.0000,213.3100,,,,,,,,
12/3/2015,10.9200,235.1100,,,,,,,,
12/2/2015,11.1100,212.1000,,,,,,,,
12/1/2015,11.1900,290.3600,,,,,,,,
11/30/2015,11.3200,142.1700,,,,,,,,
11/27/2015,11.4500,167.0500,,,,,,,,
11/26/2015,11.4800,178.3200,,,,,,,,
11/25/2015,11.1900,113.1600,,,,,,,,
11/24/2015,11.6100,212.7200,,,,,,,,
11/23/2015,11.5000,211.2900,,,,,,,,
11/20/2015,11.6400,159.5200,,,,,,,,
11/19/2015,11.6700,140.2200,,,,,,,,
11/18/2015,11.6800,183.4200,,,,,,,,
11/17/2015,11.6800,188.0000,,,,,,,,
11/16/2015,11.6200,103.8700,,,,,,,,
11/13/2015,11.5500,162.2500,,,,,,,,
11/12/2015,11.6000,130.2000,,,,,,,,
11/11/2015,11.3200,88.8700,,,,,,,,
11/10/2015,11.4300,159.9000,,,,,,,,
11/9/2015,10.8800,144.4900,,,,,,,,
11/6/2015,11.3900,131.5700,,,,,,,,
11/5/2015,11.2500,93.4900,,,,,,,,
11/3/2015,11.3200,102.6500,,,,,,,,
11/2/2015,11.3300,135.0700,,,,,,,,
10/30/2015,11.4600,115.8500,,,,,,,,
10/29/2015,11.4200,94.7000,,,,,,,,
10/28/2015,11.4200,77.3000,,,,,,,,
10/27/2015,11.3500,49.5000,,,,,,,,
10/26/2015,11.5000,78.6300,,,,,,,,
10/23/2015,11.4000,111.9500,,,,,,,,
10/22/2015,11.3600,148.9500,,,,,,,,
10/21/2015,11.3800,135.6500,,,,,,,,
10/20/2015,11.3500,100.2500,,,,,,,,
10/19/2015,11.3400,141.4000,,,,,,,,
10/16/2015,11.4700,141.4500,,,,,,,,
10/15/2015,11.3300,181.3000,,,,,,,,
10/14/2015,11.3900,164.8200,,,,,,,,
10/13/2015,11.3800,132.5200,,,,,,,,
10/12/2015,11.0100,156.1100,,,,,,,,
10/9/2015,10.4600,126.2500,,,,,,,,
10/8/2015,10.4800,143.9400,,,,,,,,
10/7/2015,10.3000,113.8800,,,,,,,,
10/6/2015,10.3000,128.4300,,,,,,,,
10/5/2015,10.8000,121.5600,,,,,,,,
10/2/2015,11.4100,124.4000,,,,,,,,
10/1/2015,11.2600,77.1800,,,,,,,,
9/30/2015,11.4500,110.8800,,,,,,,,
9/29/2015,11.3800,75.9300,,,,,,,,
9/28/2015,11.4300,53.6500,,,,,,,,
9/25/2015,11.4500,97.2700,,,,,,,,
9/24/2015,11.0100,87.4000,,,,,,,,
9/23/2015,11.1300,127.5500,,,,,,,,
9/22/2015,11.6100,143.7500,,,,,,,,
9/21/2015,11.5400,106.6500,,,,,,,,
9/18/2015,11.4000,112.1500,,,,,,,,
9/17/2015,11.4200,106.2000,,,,,,,,
9/16/2015,11.6200,214.0500,,,,,,,,
9/15/2015,11.6800,105.2500,,,,,,,,
9/14/2015,11.5700,73.4000,,,,,,,,
9/11/2015,11.0300,124.0500,,,,,,,,
9/10/2015,10.5000,96.8700,,,,,,,,
9/9/2015,10.3900,61.6000,,,,,,,,
9/8/2015,10.4000,122.8400,,,,,,,,
9/7/2015,10.4000,157.8400,,,,,,,,
9/4/2015,10.6000,143.1100,,,,,,,,
9/3/2015,10.6400,110.9900,,,,,,,,
9/2/2015,10.5800,142.8200,,,,,,,,
9/1/2015,10.9100,161.7700,,,,,,,,
8/31/2015,11.0400,73.3500,,,,,,,,
8/28/2015,11.0600,116.4000,,,,,,,,
8/27/2015,11.2100,99.3200,,,,,,,,
8/26/2015,11.2100,84.4000,,,,,,,,
8/25/2015,11.1100,65.9300,,,,,,,,
8/24/2015,11.0000,109.1000,,,,,,,,
8/21/2015,10.9900,94.8500,,,,,,,,
8/20/2015,11.0100,93.9000,,,,,,,,
8/19/2015,11.0800,102.2000,,,,,,,,
8/18/2015,11.1800,138.0700,,,,,,,,
8/17/2015,11.1000,93.9200,,,,,,,,
8/14/2015,11.1700,95.8700,,,,,,,,
8/13/2015,10.8800,109.2000,,,,,,,,
8/12/2015,10.5900,111.8400,,,,,,,,
8/11/2015,10.5900,107.7000,,,,,,,,
8/10/2015,10.4500,118.0700,,,,,,,,
8/7/2015,10.3000,51.8700,,,,,,,,
8/6/2015,10.2100,114.2000,,,,,,,,
8/5/2015,10.1600,119.1500,,,,,,,,
8/4/2015,10.1700,104.5000,,,,,,,,
8/3/2015,10.4500,71.8500,,,,,,,,
7/31/2015,11.1900,105.9500,,,,,,,,
7/30/2015,10.9700,72.2500,,,,,,,,
7/29/2015,11.2200,133.3400,,,,,,,,
7/28/2015,11.5600,115.3900,,,,,,,,
7/27/2015,11.5500,67.9600,,,,,,,,
7/24/2015,10.9700,106.8000,,,,,,,,
7/23/2015,10.9500,71.3000,,,,,,,,
7/22/2015,11.5300,112.5000,,,,,,,,
7/21/2015,12.1700,108.8500,,,,,,,,
7/20/2015,12.1400,84.5000,,,,,,,,
7/17/2015,12.2500,91.5000,,,,,,,,
7/16/2015,12.1400,80.3000,,,,,,,,
7/15/2015,12.0400,102.4800,,,,,,,,
7/14/2015,11.9200,92.3200,,,,,,,,
7/13/2015,11.9300,96.5000,,,,,,,,
7/10/2015,11.5400,76.1500,,,,,,,,
7/9/2015,10.7300,56.7600,,,,,,,,
7/8/2015,10.5900,42.2500,,,,,,,,
7/7/2015,10.6500,35.6000,,,,,,,,
7/6/2015,10.9100,76.7000,,,,,,,,
7/3/2015,11.3900,67.5300,,,,,,,,
7/2/2015,11.8400,78.3800,,,,,,,,
7/1/2015,12.1300,41.9000,,,,,,,,
6/30/2015,12.4000,88.8000,,,,,,,,
6/29/2015,12.3000,35.8000,,,,,,,,
6/26/2015,12.2600,23.0500,,,,,,,,
6/25/2015,12.1200,59.0800,,,,,,,,
6/24/2015,11.8600,65.8000,,,,,,,,
6/23/2015,11.9900,53.4500,,,,,,,,
6/22/2015,12.0500,25.9000,,,,,,,,
6/19/2015,12.0300,63.6000,,,,,,,,
6/18/2015,12.1800,71.0000,,,,,,,,
6/17/2015,12.1700,66.3000,,,,,,,,
6/16/2015,12.0600,70.8000,,,,,,,,
6/15/2015,12.7500,97.4700,,,,,,,,
6/11/2015,12.6900,135.9700,,,,,,,,
6/10/2015,13.0300,123.5200,,,,,,,,
6/9/2015,13.1200,46.1000,,,,,,,,
6/8/2015,13.1000,55.0200,,,,,,,,
6/5/2015,13.0600,36.9000,,,,,,,,
6/4/2015,13.2500,51.5500,,,,,,,,
6/3/2015,12.7400,75.4700,,,,,,,,
6/2/2015,12.5200,109.0000,,,,,,,,
6/1/2015,12.8000,71.5700,,,,,,,,
5/29/2015,13.1900,151.7000,,,,,,,,
5/28/2015,12.9900,107.1600,,,,,,,,
5/27/2015,13.0300,64.0400,,,,,,,,
5/26/2015,13.0300,60.8400,,,,,,,,
5/25/2015,12.7800,83.1100,,,,,,,,
5/22/2015,12.2600,81.8300,,,,,,,,
5/21/2015,12.0100,72.6300,,,,,,,,
5/20/2015,12.4300,69.2500,,,,,,,,
5/19/2015,13.1900,36.6000,,,,,,,,
5/18/2015,13.2700,44.7500,,,,,,,,
5/15/2015,13.2300,50.3000,,,,,,,,
5/14/2015,13.1500,77.2400,,,,,,,,
5/13/2015,13.0800,55.6000,,,,,,,,
5/12/2015,12.7900,39.2700,,,,,,,,
5/8/2015,11.7400,68.2000,,,,,,,,
5/7/2015,12.2100,72.6200,,,,,,,,
5/6/2015,12.8100,137.5400,,,,,,,,
5/5/2015,13.1100,127.4700,,,,,,,,
4/30/2015,14.4500,122.1900,,,,,,,,
4/29/2015,14.8000,86.9100,,,,,,,,
4/28/2015,14.5700,71.4200,,,,,,,,
4/27/2015,14.6000,107.3000,,,,,,,,
4/24/2015,14.0000,178.1500,,,,,,,,
4/23/2015,13.5100,80.5300,,,,,,,,
4/22/2015,14.4700,90.6900,,,,,,,,
4/21/2015,14.9700,136.2400,,,,,,,,
4/20/2015,14.9900,76.7000,,,,,,,,
4/17/2015,14.7800,82.2700,,,,,,,,
4/16/2015,14.8500,93.2500,,,,,,,,
4/15/2015,14.7700,71.8500,,,,,,,,
4/14/2015,14.7400,112.8000,,,,,,,,
4/13/2015,14.7100,59.7000,,,,,,,,
4/10/2015,14.2400,68.0500,,,,,,,,
4/9/2015,13.5500,93.7100,,,,,,,,
4/8/2015,13.7300,125.8000,,,,,,,,
4/7/2015,13.7500,104.0500,,,,,,,,
4/6/2015,14.0100,101.1500,,,,,,,,
4/3/2015,14.1600,126.4100,,,,,,,,
4/2/2015,14.2600,75.4600,,,,,,,,
4/1/2015,14.2700,116.2400,,,,,,,,
3/31/2015,14.6600,71.4000,,,,,,,,
3/30/2015,14.6300,48.9500,,,,,,,,
3/27/2015,14.7300,130.4000,,,,,,,,
3/26/2015,14.6900,57.1800,,,,,,,,
3/25/2015,14.7000,119.0000,,,,,,,,
3/24/2015,14.5000,71.4500,,,,,,,,
3/23/2015,14.4500,100.5000,,,,,,,,
3/20/2015,14.5100,146.7300,,,,,,,,
3/19/2015,14.7500,119.1400,,,,,,,,
3/18/2015,14.7600,119.6400,,,,,,,,
3/17/2015,14.3400,79.6000,,,,,,,,
3/16/2015,14.0500,86.4500,,,,,,,,
3/13/2015,14.3300,63.3500,,,,,,,,
3/12/2015,14.7100,59.4500,,,,,,,,
3/11/2015,15.1800,48.6000,,,,,,,,
3/10/2015,15.5000,97.1500,,,,,,,,
3/6/2015,14.5600,46.4500,,,,,,,,
3/5/2015,15.4900,37.5500,,,,,,,,
3/4/2015,15.5900,102.1200,,,,,,,,
3/3/2015,15.5000,51.9700,,,,,,,,
3/2/2015,15.7000,104.1800,,,,,,,,
2/27/2015,15.4900,62.1500,,,,,,,,
2/26/2015,15.5400,86.5500,,,,,,,,
2/25/2015,15.4700,87.6600,,,,,,,,
2/24/2015,14.9900,74.1500,,,,,,,,
2/20/2015,15.0100,88.2500,,,,,,,,
2/19/2015,15.0000,103.2000,,,,,,,,
2/18/2015,14.9800,111.6500,,,,,,,,
2/17/2015,15.4200,134.7500,,,,,,,,
2/16/2015,15.1500,118.3800,,,,,,,,
2/13/2015,15.2300,233.1700,,,,,,,,
2/12/2015,15.2400,274.6000,,,,,,,,
2/11/2015,15.3400,241.0500,,,,,,,,
2/10/2015,15.4700,106.9100,,,,,,,,
2/9/2015,14.8500,193.0600,,,,,,,,
2/6/2015,14.5800,146.5600,,,,,,,,
2/5/2015,14.5900,167.4100,,,,,,,,
2/4/2015,14.8200,268.7000,,,,,,,,
2/3/2015,14.8500,238.6000,,,,,,,,
2/2/2015,14.9500,142.2800,,,,,,,,
1/30/2015,16.6300,169.7000,,,,,,,,
1/29/2015,16.7400,137.9000,,,,,,,,
1/28/2015,16.8000,134.5200,,,,,,,,
1/27/2015,16.9700,149.3000,,,,,,,,
1/26/2015,16.8600,139.4700,,,,,,,,
1/23/2015,16.8100,121.4900,,,,,,,,
1/22/2015,16.8500,133.1600,,,,,,,,
1/21/2015,16.9100,132.7500,,,,,,,,
1/20/2015,16.9700,183.1000,,,,,,,,
1/19/2015,16.9600,262.5000,,,,,,,,
1/16/2015,16.9300,249.7500,,,,,,,,
1/15/2015,17.1000,213.1300,,,,,,,,
1/14/2015,17.0700,193.4500,,,,,,,,
1/13/2015,17.1900,216.7500,,,,,,,,
1/12/2015,17.5500,234.6000,,,,,,,,
12/30/2014,17.3900,93.2000,,,,,,,,
12/29/2014,16.9600,223.8000,,,,,,,,
12/26/2014,16.9700,170.1000,,,,,,,,
12/25/2014,16.7500,98.0300,,,,,,,,
12/24/2014,18.3700,157.1500,,,,,,,,
12/23/2014,19.9300,239.5500,,,,,,,,
12/22/2014,23.3600,215.6000,,,,,,,,
12/19/2014,24.3000,282.9200,,,,,,,,
12/18/2014,28.6500,186.6100,,,,,,,,
12/17/2014,23.6200,160.5500,,,,,,,,
12/16/2014,18.6900,122.9500,,,,,,,,
12/15/2014,11.8400,217.8300,,,,,,,,
12/12/2014,11.6200,219.6500,,,,,,,,
12/11/2014,11.5000,273.0100,,,,,,,,
12/10/2014,10.6400,294.2000,,,,,,,,
12/9/2014,10.3300,259.8600,,,,,,,,
12/8/2014,10.1800,243.2500,,,,,,,,
12/5/2014,9.7300,233.2200,,,,,,,,
12/4/2014,9.4100,227.5300,,,,,,,,
12/3/2014,9.4200,256.9000,,,,,,,,
12/2/2014,9.8800,236.4500,,,,,,,,
12/1/2014,10.3300,272.2000,,,,,,,,
11/28/2014,10.6900,172.3400,,,,,,,,
11/27/2014,10.4600,166.3300,,,,,,,,
11/26/2014,10.5700,156.2000,,,,,,,,
11/25/2014,10.9300,202.0800,,,,,,,,
11/24/2014,10.6600,193.1900,,,,,,,,
11/21/2014,10.6000,172.3600,,,,,,,,
11/20/2014,10.2200,105.4000,,,,,,,,
11/19/2014,10.0300,141.2700,,,,,,,,
11/18/2014,9.8900,160.5800,,,,,,,,
11/17/2014,9.9400,190.8500,,,,,,,,
11/14/2014,9.6900,195.0800,,,,,,,,
11/13/2014,9.9000,180.4600,,,,,,,,
11/12/2014,10.1800,208.8500,,,,,,,,
11/11/2014,9.8600,144.6800,,,,,,,,
11/10/2014,10.0200,181.9400,,,,,,,,
11/7/2014,9.8200,177.3500,,,,,,,,
11/6/2014,10.2200,210.3200,,,,,,,,
11/5/2014,10.3900,187.9100,,,,,,,,
10/31/2014,9.0600,162.7200,,,,,,,,
10/30/2014,8.7300,105.7900,,,,,,,,
10/29/2014,8.7700,154.0400,,,,,,,,
10/28/2014,8.7300,138.2300,,,,,,,,
10/27/2014,8.6400,130.2400,,,,,,,,
10/24/2014,8.5500,195.0900,,,,,,,,
10/23/2014,8.6300,167.7900,,,,,,,,
10/22/2014,8.4400,113.6900,,,,,,,,
10/21/2014,8.6200,210.6900,,,,,,,,
10/20/2014,8.6400,245.1800,,,,,,,,
10/17/2014,8.4200,186.1000,,,,,,,,
10/16/2014,8.5900,207.0000,,,,,,,,
10/15/2014,8.5300,192.0900,,,,,,,,
10/14/2014,8.4500,180.3500,,,,,,,,
10/13/2014,8.1500,186.1000,,,,,,,,
10/10/2014,8.0400,188.4600,,,,,,,,
10/9/2014,7.5000,182.7700,,,,,,,,
10/8/2014,7.4100,145.2800,,,,,,,,
10/7/2014,7.2500,137.1600,,,,,,,,
10/6/2014,7.2300,119.7000,,,,,,,,
10/3/2014,7.3000,134.3000,,,,,,,,
10/2/2014,7.7100,181.4400,,,,,,,,
10/1/2014,7.9000,200.8000,,,,,,,,
9/30/2014,8.0800,133.4100,,,,,,,,
9/29/2014,7.9100,206.8800,,,,,,,,
9/26/2014,8.0300,127.1200,,,,,,,,
9/25/2014,7.9500,136.2000,,,,,,,,
9/24/2014,7.8300,178.5700,,,,,,,,
9/23/2014,7.9600,170.5500,,,,,,,,
9/22/2014,8.1200,146.8600,,,,,,,,
9/19/2014,7.9100,177.9000,,,,,,,,
9/18/2014,8.1600,98.9000,,,,,,,,
9/17/2014,8.8400,163.3500,,,,,,,,
9/16/2014,8.5700,176.9600,,,,,,,,
9/15/2014,8.1900,116.8400,,,,,,,,
9/12/2014,8.1000,153.3300,,,,,,,,
9/11/2014,7.9800,163.0900,,,,,,,,
9/10/2014,7.7300,148.6500,,,,,,,,
9/9/2014,7.2500,122.0200,,,,,,,,
9/8/2014,7.2600,140.2900,,,,,,,,
9/5/2014,7.4100,143.5800,,,,,,,,
9/4/2014,7.5600,240.1000,,,,,,,,
9/3/2014,7.7800,291.2000,,,,,,,,
9/2/2014,8.0200,223.4000,,,,,,,,
9/1/2014,8.1300,240.8500,,,,,,,,
8/29/2014,8.1100,176.1700,,,,,,,,
8/28/2014,8.0800,234.1800,,,,,,,,
8/27/2014,8.1800,213.7200,,,,,,,,
8/26/2014,8.3600,149.0400,,,,,,,,
8/25/2014,8.3800,147.7900,,,,,,,,
8/22/2014,8.0900,139.5200,,,,,,,,
8/21/2014,8.0100,172.1000,,,,,,,,
8/20/2014,8.2000,148.2500,,,,,,,,
8/19/2014,8.3600,128.9500,,,,,,,,
8/18/2014,7.8900,131.1000,,,,,,,,
8/15/2014,7.4300,153.5900,,,,,,,,
8/14/2014,7.4800,140.9000,,,,,,,,
8/13/2014,7.8200,146.3200,,,,,,,,
8/12/2014,8.1200,120.3500,,,,,,,,
8/11/2014,8.2400,74.4500,,,,,,,,
8/8/2014,7.4600,69.7500,,,,,,,,
8/7/2014,7.3300,58.0000,,,,,,,,
8/6/2014,7.3900,71.8000,,,,,,,,
8/5/2014,7.2400,48.4500,,,,,,,,
8/4/2014,7.2600,49.1500,,,,,,,,
8/1/2014,7.4600,53.2000,,,,,,,,
7/31/2014,8.1000,89.8000,,,,,,,,
7/30/2014,8.6400,95.2500,,,,,,,,
7/29/2014,8.7700,33.9000,,,,,,,,
7/28/2014,8.9600,70.5000,,,,,,,,
7/25/2014,8.3900,66.0500,,,,,,,,
7/24/2014,8.0500,81.6500,,,,,,,,
7/23/2014,8.2300,53.2700,,,,,,,,
7/22/2014,8.4100,72.3000,,,,,,,,
7/21/2014,8.6000,91.0500,,,,,,,,
7/18/2014,8.4100,76.5800,,,,,,,,
7/17/2014,8.1200,94.3800,,,,,,,,
7/16/2014,8.2000,72.4000,,,,,,,,
7/15/2014,8.5000,91.3500,,,,,,,,
